,abstract_id,line_id,abstract_text,line_number,total_lines,current_line,target
9919,28538002,28538002_5_16,The Cancer Worry Scale was revised to be used in breast cancer genetic counseling (CWS-GC).,5,16,5_16,BACKGROUND:
9920,28538002,28538002_7_16,The aim of this study was to estimate the psychometric properties of the CWS-GC in a sample of Italian women.,7,16,7_16,OBJECTIVE:
9921,28538002,28538002_8_16,"A total of 304 women aged 19 to 90 years, 58% with history and 42% with no history of breast or ovarian cancer, participated in the study.",8,16,8_16,METHODS:
9922,28538002,28538002_10_16,"Confirmatory factor analysis suggested a 2-factor structure of the CWS-GC measuring cancer worry and risk perception and with Cronbach's α coefficients of .90 and .70, respectively.",10,16,10_16,RESULTS:
9923,28538002,28538002_13_16,"Overall, the CWS-GC showed good psychometric characteristics in this population.",13,16,13_16,CONCLUSIONS:
9924,30475950,30475950_27_48,Treatment options for previously treated metastatic triple-negative breast cancer (mTNBC) are limited.,27,48,27_48,BACKGROUND:
9925,30475950,30475950_29_48,"had centrally confirmed mTNBC, ≥1 systemic therapy for metastatic disease, prior treatment with anthracycline and taxane in any disease setting, and progression on or after the most recent therapy.",29,48,29_48,METHODS:
9926,30475950,30475950_33_48,"All enrolled patients (N = 170) were women, 61.8% had PD-L1-positive tumors, and 43.5% had received ≥3 previous lines of therapy for metastatic disease.",33,48,33_48,RESULTS:
9927,30475950,30475950_41_48,Pembrolizumab monotherapy demonstrated durable antitumor activity in a subset of patients with previously treated mTNBC and had a manageable safety profile.,41,48,41_48,CONCLUSIONS:
9928,35621269,35621269_14_25,The objective of this study is to determine the prevalence and predictors of sickness absence (SA) and disability pension (DP) in women with metastatic breast cancer (mBC).,14,25,14_25,OBJECTIVE:
9929,35621269,35621269_15_25,"Data were obtained from Swedish registers concerning 1,240 adult women diagnosed 1997-2011 with mBC, from 1 year before (y-1) to 2 (y1) and 2 (y2) years after diagnosis.",15,25,15_25,METHODS:
9930,35621269,35621269_18_25,"Prevalence of SA and DP was 56.0% and 24.8% during y-1, 69.9% and 28.9% during y1, and 64.0% and 34.7% during y2, respectively.",18,25,18_25,RESULTS:
9931,35621269,35621269_20_25,"The prevalence of sickness benefit utilisation was high and increased after mBC diagnosis, particularly for patients using long-term sickness benefits prior to diagnosis.",20,25,20_25,CONCLUSIONS:
9932,31772911,31772911_11_21,Three survivorship focus groups for patients after mastectomy with and without reconstruction were used to identify recovery outcomes they considered relevant.,11,21,11_21,METHODS:
9933,31772911,31772911_14_21,"Focus groups identified sleep quality, return to activity (measurable with actigraphy), and driving as variables impacting surgical decision-making.",14,21,14_21,RESULTS:
9934,26536682,26536682_4_13,"Tianlan Z, Lijun W, Wenyuan Y, Morice A, Wei S, Yulong W, Jiayun H, Xiujie L. OBJECTIVE: To introduce the application of ""tennis racket"" flap with fascial pedicle on the healthy chest for radiation ulcer after surgical treatment of breast cancer.",4,13,4_13,OBJECTIVE:
9935,26536682,26536682_5_13,"The "" tennis racket"" flap was designed on the healthy chest along the cartilage with fascia pedicle near the sternum.",5,13,5_13,METHODS:
9936,26536682,26536682_8_13,All the 9 flaps survived completely with satisfactory appearance.,8,13,8_13,RESULTS:
9937,26536682,26536682_10_13,"The ""tennis racket"" flap has a slender fascial pedicle without major blood vessel.",10,13,10_13,CONCLUSIONS:
9938,10334636,10334636_6_15,"To prospectively evaluate relationships of organochlorine pesticides and polychlorinated biphenyls (PCBs) with breast cancer, we conducted a case-control study nested in a cohort using the Columbia, Missouri Breast Cancer Serum Bank.",6,15,6_15,OBJECTIVE:
9939,10334636,10334636_7_15,"Women donated blood in 1977-87, and during up to 9.5 years follow-up, 105 donors who met the inclusion criteria for the current study were diagnosed with breast cancer.",7,15,7_15,METHODS:
9940,10334636,10334636_10_15,Women in the upper three quartiles of hexachlorobenzene were at twice the risk of breast cancer compared to those in the lowest quartile.,10,15,10_15,RESULTS:
9941,28331763,28331763_10_20,The aim of the present study was to compare the effects of clinical Pilates exercises with those of the standard lymphedema exercises on lymphedema developing after breast cancer treatment.,10,20,10_20,OBJECTIVE:
9942,28331763,28331763_11_20,comprised 60 female patients with a mean age of 53.2±7.7 years who developed lymphedema after having breast cancer treatment.,11,20,11_20,METHODS:
9943,28331763,28331763_15_20,"After treatment, the symptoms recovered significantly in both groups.",15,20,15_20,RESULTS:
9944,30272836,30272836_21_32,This study aimed to test the feasibility of a 12-month weight loss intervention using telephone-based counseling plus community-situated physical activity (PA) in female breast cancer (BC) and colorectal cancer (CRC) survivors.,21,32,21_32,OBJECTIVE:
9945,30272836,30272836_22_32,"This multisite cooperative group study enrolled sedentary, female, postmenopausal BC and CRC survivors with BMI ≥ 25 kg/m2 to receive 12-month fitness center memberships and telephone counseling encouraging 150 min/wk of PA and a 500-kcal/ddecrease in energy intake.",22,32,22_32,METHODS:
9946,30272836,30272836_25_32,"Among 25 BC survivors, median baseline BMI was 37.2 (range: 27.7-54.6), accrual occurred in 10 months, 60% and 28% met diet and exercise goals, 80% provided 12-month measures, and average weight loss was 7.6% (95% CI: -3.9%, 19.2%).",25,32,25_32,RESULTS:
9947,30272836,30272836_27_32,It is feasible to recruit and retain BC survivors in a cooperative group diet and PA weight loss trial.,27,32,27_32,CONCLUSIONS:
9948,16633004,16633004_6_20,"In a prospective trial, to determine if eIF4E overexpression in breast cancer specimens is correlated with VEGF elevation, increased tumor microvessel density (MVD) counts, and a worse clinical outcome irrespective of nodal status.",6,20,6_20,OBJECTIVE:
9949,16633004,16633004_9_20,A total of 114 stage I to III breast cancer patients were prospectively accrued and followed with a standardized clinical surveillance protocol.,9,20,9_20,METHODS:
9950,16633004,16633004_12_20,"eIF4E overexpression was found in all cancer specimens (mean +/- SD, 12.5 +/- 7.6-fold).",12,20,12_20,RESULTS:
9951,16633004,16633004_16_20,"In breast cancer patients, increasing eIF4E overexpression in the cancer specimens correlates with higher VEGF levels and MVD counts.",16,20,16_20,CONCLUSIONS:
9952,34510643,34510643_11_21,"The Healthy Living and Eating After Cancer Trial demonstrated that a clinic-based weight loss program reduced body weight, as compared with a waitlist control group, over 15 weeks.",11,21,11_21,OBJECTIVE:
9953,34510643,34510643_13_21,This trial randomized cancer survivors of solid tumors and hematologic malignancies (breast cancer: 76.7%) to a 15-week group-based weight loss program (n = 30) or a waitlist control group (n = 30).,13,21,13_21,METHODS:
9954,34510643,34510643_17_21,"Over the 15 weeks, the weight loss program improved physical functioning (6.2 ± 2.9; p = 0.02; d = 0.31) and reduced insomnia symptoms (-17.1 ± 7.4; p = 0.03; d = -0.30) as measured by the EORTC QLQ-C30, and sleep disturbance (-4.9 ± 1.6; p = 0.005; d = -0.40) as measured by PROMIS, compared to waitlist control.",17,21,17_21,RESULTS:
9955,32804755,32804755_7_19,"Low-income, underinsured and uninsured women are less likely to be diagnosed via mammogram and more often diagnosed at later stages, with a resultant negative impact on survival.",7,19,7_19,BACKGROUND:
9956,32804755,32804755_9_19,"and it was found that enrollees were more likely to be diagnosed at later stages than nonenrollees, which may be related to delays in diagnosis and treatment OBJECTIVE: The aim of this study was to determine if there were delays in diagnosis and treatment for program enrollees and, if so, what were the causes of these delays.",9,19,9_19,OBJECTIVE:
9957,32804755,32804755_10_19,A qualitative methodology was used incorporating in-depth interviews with 20 women diagnosed with breast cancer through the New Jersey Cancer Education and Early Detection Program.,10,19,10_19,METHODS:
9958,32804755,32804755_12_19,"Three themes emerged: poor access to healthcare, lack of knowledge, and sense of spirituality.",12,19,12_19,RESULTS:
9959,32804755,32804755_14_19,"While the lack of insurance was a factor, fear, family needs, and a tendency to not prioritize their own health were additional reasons for delays in diagnosis and treatment.",14,19,14_19,CONCLUSIONS:
9960,35939538,35939538_8_26,Triple-negative breast cancer (TNBC) is a subtype of breast cancer with a poor prognosis that seriously threatens women's health.,8,26,8_26,OBJECTIVE:
9961,35939538,35939538_11_26,"We searched PubMed, EMBASE, Cochrane Library, and Web of Science for randomized controlled trials (RCTs) related to PD-1/PD-L1 inhibitors combined with chemotherapy.",11,26,11_26,METHODS:
9962,35939538,35939538_17_26,A total of 4468 patients from eight RCTs were analyzed.,17,26,17_26,RESULTS:
9963,35939538,35939538_23_26,The combination of PD-1/PD-L1 inhibitors and chemotherapy could improve the survival and prognosis of patients with early and advanced TNBC.,23,26,23_26,CONCLUSIONS:
9964,33823519,33823519_8_21,The objective of the present study was to determine a target gene and explore the molecular mechanisms involved in the pathogenesis of HER-2-positive breast cancer.,8,21,8_21,OBJECTIVE:
9965,33823519,33823519_9_21,Three RNA expression profiles obtained from the Gene Expression Omnibus (GEO) and the Cancer Genome Atlas (TCGA) were used to identify differentially expressed genes (DEGs) using the R software.,9,21,9_21,METHODS:
9966,33823519,33823519_14_21,The differential expression analysis revealed 217 DEGs in HER-2-positive breast cancer samples compared to normal breast tissues.,14,21,14_21,RESULTS:
9967,27373727,27373727_7_22,"Diet is a key modifiable risk for many chronic diseases, but it remains unclear whether dietary patterns from one study sample are generalizable to other independent populations.",7,22,7_22,BACKGROUND:
9968,27373727,27373727_8_22,The primary objective of this study was to assess whether data-driven dietary patterns from one study sample are applicable to other populations.,8,22,8_22,OBJECTIVE:
9969,27373727,27373727_10_22,"Six dietary patterns-Western (n=3), Mediterranean, Prudent, and Healthy- from three published studies on breast cancer were reconstructed in a case-control study of 973 breast cancer patients and 973 controls.",10,22,10_22,METHODS:
9970,27373727,27373727_14_22,Five of the six reconstructed dietary patterns showed high congruence (CC >0.9) to their corresponding dietary pattern derived from the case-control study's data.,14,22,14_22,RESULTS:
9971,27373727,27373727_16_22,Similar dietary patterns can be found in independent samples.,16,22,16_22,CONCLUSIONS:
9972,28359803,28359803_11_26,The aim of this study was to evaluate outcomes of patients with breast cancer in function of the body mass index (BMI).,11,26,11_26,OBJECTIVE:
9973,28359803,28359803_12_26,"The study cohort consisted of consecutive women undergoing surgery for breast cancer in our institution between January 2009, and September 2013.",12,26,12_26,METHODS:
